virus	study_strain_name	date	region	country	general_location	ird_strain_name	ird_accession
H1N1	A/Cambodia/S220/2008	2008-09-23	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/S220/2008	KP459037
H1N1	A/Cambodia/S241/2008	2008-09-25	SoutheastAsia	Cambodia	Cambodia	A/Cambodia/S241/2008	KP458331
H1N1	A/canarias/RR_2915/2007	2007-12-21	Africa	CanaryIslands	CanaryIslands	A/canarias/RR_2915/2007	FJ654319
H1N1	A/Canterbury/01/2001	2001-01-09	Oceania	NewZealand	NewZealand	A/Canterbury/01/2001	KP457883
H1N1	A/Canterbury/5/2000	2000-06-20	Oceania	NewZealand	NewZealand	A/Canterbury/5/2000	KP458195
H1N1	A/Canterbury/05/2001	2001-06-03	Oceania	NewZealand	NewZealand	A/Canterbury/05/2001	KP456813
H1N1	A/Canterbury/7/2000	2000-07-20	Oceania	NewZealand	NewZealand	A/Canterbury/7/2000	KP458815
H1N1	A/Canterbury/8/2000	2000-07-18	Oceania	NewZealand	NewZealand	A/Canterbury/8/2000	KP457600
H1N1	A/Canterbury/08/2001	2001-06-05	Oceania	NewZealand	NewZealand	A/Canterbury/08/2001	KP458239
H1N1	A/Canterbury/9/2000	2000-07-17	Oceania	NewZealand	NewZealand	A/Canterbury/9/2000	KP456911
H1N1	A/Canterbury/16/2001	2001-06-25	Oceania	NewZealand	NewZealand	A/Canterbury/16/2001	KP459132
H1N1	A/Canterbury/17/2001	2001-06-25	Oceania	NewZealand	NewZealand	A/Canterbury/17/2001	KP457621
H1N1	A/Canterbury/19/2001	2001-06-25	Oceania	NewZealand	NewZealand	A/Canterbury/19/2001	KP458522
H1N1	A/Canterbury/20/2001	2001-06-20	Oceania	NewZealand	NewZealand	A/Canterbury/20/2001	KP459118
H1N1	A/Canterbury/21/2001	2001-07-02	Oceania	NewZealand	NewZealand	A/Canterbury/21/2001	KP458355
H1N1	A/Canterbury/22/2001	2001-06-28	Oceania	NewZealand	NewZealand	A/Canterbury/22/2001	KP458856
H1N1	A/Canterbury/23/2000	2000-08-03	Oceania	NewZealand	NewZealand	A/Canterbury/23/2000	KP456570
H1N1	A/Canterbury/23/2001	2001-06-28	Oceania	NewZealand	NewZealand	A/Canterbury/23/2001	KP457024
H1N1	A/Canterbury/24/2001	2001-07-02	Oceania	NewZealand	NewZealand	A/Canterbury/24/2001	KP457977
H1N1	A/Canterbury/25/2001	2001-07-02	Oceania	NewZealand	NewZealand	A/Canterbury/25/2001	KP456844
H1N1	A/Canterbury/26/2001	2001-06-29	Oceania	NewZealand	NewZealand	A/Canterbury/26/2001	KP457733
H1N1	A/Canterbury/27/2000	2000-08-14	Oceania	NewZealand	NewZealand	A/Canterbury/27/2000	KP458221
H1N1	A/Canterbury/27/2001	2001-07-05	Oceania	NewZealand	NewZealand	A/Canterbury/27/2001	KP458085
H1N1	A/Canterbury/28/2000	2000-08-15	Oceania	NewZealand	NewZealand	A/Canterbury/28/2000	KP457202
H1N1	A/Canterbury/29/2001	2001-07-05	Oceania	NewZealand	NewZealand	A/Canterbury/29/2001	KP456860
H1N1	A/Canterbury/30/2000	2000-08-16	Oceania	NewZealand	NewZealand	A/Canterbury/30/2000	KP458670
H1N1	A/Canterbury/30/2001	2001-07-04	Oceania	NewZealand	NewZealand	A/Canterbury/30/2001	KP458935
H1N1	A/Canterbury/32/2000	2000-08-17	Oceania	NewZealand	NewZealand	A/Canterbury/32/2000	KP456709
H1N1	A/Canterbury/33/2000	2000-08-19	Oceania	NewZealand	NewZealand	A/Canterbury/33/2000	KP457145
H1N1	A/Canterbury/34/2000	2000-08-22	Oceania	NewZealand	NewZealand	A/Canterbury/34/2000	KP457832
H1N1	A/Canterbury/34/2001	2001-07-10	Oceania	NewZealand	NewZealand	A/Canterbury/34/2001	KP456969
H1N1	A/Canterbury/35/2001	2001-07-07	Oceania	NewZealand	NewZealand	A/Canterbury/35/2001	KP457364
H1N1	A/Canterbury/36/2000	2000-08-22	Oceania	NewZealand	NewZealand	A/Canterbury/36/2000	KP456453
H1N1	A/Canterbury/37/2000	2000-08-27	Oceania	NewZealand	NewZealand	A/Canterbury/37/2000	KP458687
H1N1	A/Canterbury/40/2001	2001-07-09	Oceania	NewZealand	NewZealand	A/Canterbury/40/2001	KP457812
H1N1	A/Canterbury/41/2000	2000-08-23	Oceania	NewZealand	NewZealand	A/Canterbury/41/2000	KP457098
H1N1	A/Canterbury/41/2001	2001-07-10	Oceania	NewZealand	NewZealand	A/Canterbury/41/2001	KP456738
H1N1	A/Canterbury/42/2001	2001-07-10	Oceania	NewZealand	NewZealand	A/Canterbury/42/2001	KP459237
H1N1	A/Canterbury/43/2000	2000-08-31	Oceania	NewZealand	NewZealand	A/Canterbury/43/2000	KP458887
H1N1	A/Canterbury/45/2001	2001-07-11	Oceania	NewZealand	NewZealand	A/Canterbury/45/2001	KP457470
H1N1	A/Canterbury/47/2001	2001-07-11	Oceania	NewZealand	NewZealand	A/Canterbury/47/2001	KP457113
H1N1	A/Canterbury/48/2000	2000-07-27	Oceania	NewZealand	NewZealand	A/Canterbury/48/2000	KP456867
H1N1	A/Canterbury/48/2001	2001-07-11	Oceania	NewZealand	NewZealand	A/Canterbury/48/2001	KP457294
H1N1	A/Canterbury/51/2000	2000-07-24	Oceania	NewZealand	NewZealand	A/Canterbury/51/2000	KP459088
H1N1	A/Canterbury/51/2001	2001-07-04	Oceania	NewZealand	NewZealand	A/Canterbury/51/2001	KP456605
H1N1	A/Canterbury/53/2001	2001-07-09	Oceania	NewZealand	NewZealand	A/Canterbury/53/2001	KP456873
H1N1	A/Canterbury/54/2000	2000-09-06	Oceania	NewZealand	NewZealand	A/Canterbury/54/2000	KP457489
H1N1	A/Canterbury/54/2001	2001-07-11	Oceania	NewZealand	NewZealand	A/Canterbury/54/2001	KP458645
H1N1	A/Canterbury/55/2000	2000-09-04	Oceania	NewZealand	NewZealand	A/Canterbury/55/2000	CY011784
H1N1	A/Canterbury/57/2000	2000-09-04	Oceania	NewZealand	NewZealand	A/Canterbury/57/2000	KP459267
H1N1	A/Canterbury/58/2000	2000-08-30	Oceania	NewZealand	NewZealand	A/Canterbury/58/2000	CY010116
H1N1	A/Canterbury/58/2001	2001-07-13	Oceania	NewZealand	NewZealand	A/Canterbury/58/2001	CY010276
H1N1	A/Canterbury/60/2000	2000-09-06	Oceania	NewZealand	NewZealand	A/Canterbury/60/2000	KP456322
H1N1	A/Canterbury/60/2001	2001-07-17	Oceania	NewZealand	NewZealand	A/Canterbury/60/2001	KP458844
H1N1	A/Canterbury/63/2000	2000-09-06	Oceania	NewZealand	NewZealand	A/Canterbury/63/2000	KP456796
H1N1	A/Canterbury/63/2001	2001-07-16	Oceania	NewZealand	NewZealand	A/Canterbury/63/2001	KP457433
H1N1	A/Canterbury/64/2001	2001-07-20	Oceania	NewZealand	NewZealand	A/Canterbury/64/2001	KP457901
H1N1	A/Canterbury/65/2000	2000-09-02	Oceania	NewZealand	NewZealand	A/Canterbury/65/2000	KP456776
H1N1	A/Canterbury/65/2001	2001-07-19	Oceania	NewZealand	NewZealand	A/Canterbury/65/2001	KP456477
H1N1	A/Canterbury/66/2001	2001-07-19	Oceania	NewZealand	NewZealand	A/Canterbury/66/2001	KP457209
H1N1	A/Canterbury/68/2001	2001-07-18	Oceania	NewZealand	NewZealand	A/Canterbury/68/2001	KP457100
H1N1	A/Canterbury/69/2001	2001-07-17	Oceania	NewZealand	NewZealand	A/Canterbury/69/2001	KP458015
H1N1	A/Canterbury/70/2001	2001-07-17	Oceania	NewZealand	NewZealand	A/Canterbury/70/2001	KP458825
H1N1	A/Canterbury/71/2001	2001-07-17	Oceania	NewZealand	NewZealand	A/Canterbury/71/2001	KP457414
H1N1	A/Canterbury/72/2001	2001-07-16	Oceania	NewZealand	NewZealand	A/Canterbury/72/2001	KP456713
H1N1	A/Canterbury/73/2001	2001-07-18	Oceania	NewZealand	NewZealand	A/Canterbury/73/2001	KP459208
H1N1	A/Canterbury/74/2001	2001-07-04	Oceania	NewZealand	NewZealand	A/Canterbury/74/2001	KP458473
H1N1	A/Canterbury/76/2000	2000-09-18	Oceania	NewZealand	NewZealand	A/Canterbury/76/2000	KP457013
H1N1	A/Canterbury/76/2001	2001-07-16	Oceania	NewZealand	NewZealand	A/Canterbury/76/2001	KP456339
H1N1	A/Canterbury/78/2000	2000-09-26	Oceania	NewZealand	NewZealand	A/Canterbury/78/2000	KP456997
H1N1	A/Canterbury/79/2000	2000-09-21	Oceania	NewZealand	NewZealand	A/Canterbury/79/2000	KP456325
H1N1	A/Canterbury/79/2001	2001-07-18	Oceania	NewZealand	NewZealand	A/Canterbury/79/2001	KP458827
H1N1	A/Canterbury/87/2000	2000-09-27	Oceania	NewZealand	NewZealand	A/Canterbury/87/2000	CY009804
H1N1	A/Canterbury/95/2000	2000-10-22	Oceania	NewZealand	NewZealand	A/Canterbury/95/2000	KP456196
H1N1	A/Canterbury/100/2000	2000-08-29	Oceania	NewZealand	NewZealand	A/Canterbury/100/2000	KP457324
H1N1	A/Canterbury/106/2001	2001-07-28	Oceania	NewZealand	NewZealand	A/Canterbury/106/2001	KP456505
H1N1	A/Canterbury/106/2004	2004-09-12	Oceania	NewZealand	NewZealand	A/Canterbury/106/2004	KP458676
H1N1	A/Canterbury/119/2001	2001-08-02	Oceania	NewZealand	NewZealand	A/Canterbury/119/2001	KP457846
H1N1	A/Canterbury/125/2001	2001-08-05	Oceania	NewZealand	NewZealand	A/Canterbury/125/2001	KP458706
H1N1	A/Canterbury/126/2001	2001-08-05	Oceania	NewZealand	NewZealand	A/Canterbury/126/2001	KP459184
H1N1	A/Canterbury/139/2001	2001-08-10	Oceania	NewZealand	NewZealand	A/Canterbury/139/2001	KP456900
H1N1	A/Canterbury/144/2001	2001-07-27	Oceania	NewZealand	NewZealand	A/Canterbury/144/2001	KP457473
H1N1	A/Canterbury/152/2001	2001-08-16	Oceania	NewZealand	NewZealand	A/Canterbury/152/2001	KP458008
H1N1	A/Canterbury/153/2001	2001-08-14	Oceania	NewZealand	NewZealand	A/Canterbury/153/2001	KP458904
H1N1	A/Canterbury/155/2001	2001-08-14	Oceania	NewZealand	NewZealand	A/Canterbury/155/2001	KP456217
H1N1	A/Chanchamayo/FLU4036/2006	2006-XX-XX	SouthAmerica	Peru	Peru	A/Chanchamayo/4036/2006	KP458861
H1N1	A/Chanchamayo/FLU5082/2007	2007-XX-XX	SouthAmerica	Peru	Peru	A/Chanchamayo/5082/2007	KP458145
H1N1	A/Charlottesville/6/2001	2001-XX-XX	USACanada	USA	Virginia	A/Charlottesville/6/2001	KP457443
H1N1	A/Cheju/960/2005	2005-12-23	JapanKorea	SouthKorea	SouthKorea	A/Cheju/960/2005	KP457371
H1N1	A/Cheju/1025/2005	2005-12-28	JapanKorea	SouthKorea	SouthKorea	A/Cheju/1025/2005	KP456710
H1N1	A/Chennai/064160/2005	2005-11-07	India	India	India	A/Chennai/064160/2005	KP458236
H1N1	A/Chennai/064161/2005	2005-11-14	India	India	India	A/Chennai/064161/2005	KP459025
H1N1	A/Chennai/064163/2005	2005-11-15	India	India	India	A/Chennai/064163/2005	KP458893
H1N1	A/Chennai/064164/2005	2005-11-15	India	India	India	A/Chennai/064164/2005	KP456375
H1N1	A/Chennai/064167/2005	2005-11-23	India	India	India	A/Chennai/064167/2005	KP456953
H1N1	A/Chennai/064181/2006	2006-01-02	India	India	India	A/Chennai/064181/2006	KP457618
H1N1	A/Chennai/064182/2006	2006-01-02	India	India	India	A/Chennai/064182/2006	KP458341
H1N1	A/Chennai/064183/2006	2006-01-09	India	India	India	A/Chennai/064183/2006	KP457057
H1N1	A/Chennai/79754/2006	2006-11-30	India	India	India	A/Chennai/79754/2006	KP459292
H1N1	A/Chennai/091327/2008	2008-12-08	India	India	India	A/Chennai/091327/2008	KP456207
H1N1	A/Chennai/091328/2008	2008-12-10	India	India	India	A/Chennai/091328/2008	KP457082
H1N1	A/Chennai/091329/2008	2008-12-10	India	India	India	A/Chennai/091329/2008	IRDAccession_1208920
H1N1	A/Chennai/091333/2008	2008-12-15	India	India	India	A/Chennai/091333/2008	IRDAccession_1208921
H1N1	A/Chennai/092523/2009	2009-02-02	India	India	India	A/Chennai/092523/2009	KP457493
H1N1	A/Chennai/092524/2009	2009-02-06	India	India	India	A/Chennai/092524/2009	KP457782
H1N1	A/Chennai/0511133/2005	2005-10-06	India	India	India	A/Chennai/0511133/2005	KP456852
H1N1	A/Chennai/0511134/2005	2005-10-10	India	India	India	A/Chennai/0511134/2005	KP459183
H1N1	A/Chennai/0511135/2005	2005-10-10	India	India	India	A/Chennai/0511135/2005	KP459039
H1N1	A/Chennai/0511136/2005	2005-10-10	India	India	India	A/Chennai/0511136/2005	KP457817
H1N1	A/Chennai/0511138/2005	2005-10-10	India	India	India	A/Chennai/0511138/2005	KP457743
H1N1	A/Chennai/0511139/2005	2005-10-17	India	India	India	A/Chennai/0511139/2005	KP457090
H1N1	A/Chennai/0511140/2005	2005-10-17	India	India	India	A/Chennai/0511140/2005	KP456215
H1N1	A/Chennai/0511141/2005	2005-10-17	India	India	India	A/Chennai/0511141/2005	KP458919
H1N1	A/Chennai/0511143/2005	2005-10-24	India	India	India	A/Chennai/0511143/2005	KP458152
H1N1	A/Chennai/0511144/2005	2005-10-24	India	India	India	A/Chennai/0511144/2005	KP457579
H1N1	A/Chennai/0511147/2005	2005-10-31	India	India	India	A/Chennai/0511147/2005	KP456950
H1N1	A/Chennai/0633238/2006	2006-02-13	India	India	India	A/Chennai/0633238/2006	KP459001
H1N1	A/Chennai/0633240/2006	2006-06-21	India	India	India	A/Chennai/0633240/2006	KP457605
H1N1	A/Chennai/0633243/2006	2006-06-29	India	India	India	A/Chennai/0633243/2006	KP456486
H1N1	A/Chennai/0633245/2006	2006-09-07	India	India	India	A/Chennai/0633245/2006	KP459005
H1N1	A/Chennai/0633247/2006	2006-09-21	India	India	India	A/Chennai/0633247/2006	KP457818
H1N1	A/Chennai/0633248/2006	2006-09-27	India	India	India	A/Chennai/0633248/2006	KP457105
H1N1	A/Chennai/0634971/2006	2006-10-05	India	India	India	A/Chennai/0634971/2006	KP457712
H1N1	A/Chennai/0634972/2006	2006-10-05	India	India	India	A/Chennai/0634972/2006	KP458613
H1N1	A/Chennai/0634973/2006	2006-10-05	India	India	India	A/Chennai/0634973/2006	KP458007
H1N1	A/Chennai/0634975/2006	2006-10-17	India	India	India	A/Chennai/0634975/2006	KP458907
H1N1	A/Chennai/0634978/2006	2006-10-23	India	India	India	A/Chennai/0634978/2006	KP457391
H1N1	A/Chennai/0634979/2006	2006-10-30	India	India	India	A/Chennai/0634979/2006	KP458475
H1N1	A/Chennai/0634980/2006	2006-10-30	India	India	India	A/Chennai/0634980/2006	KP459198
H1N1	A/Chennai/0634981/2006	2006-11-02	India	India	India	A/Chennai/0634981/2006	KP456691
H1N1	A/Chennai/0642005	2005-XX-XX	India	India	India	A/Chennai/064/2005	KP457950
H1N1	A/Chennai/0817267/2008	2008-10-03	India	India	India	A/Chennai/0817267/2008	KP458873
H1N1	A/Chennai/0817304/2008	2008-11-19	India	India	India	A/Chennai/0817304/2008	IRDAccession_1208912
H1N1	A/Chennai/0817306/2008	2008-11-20	India	India	India	A/Chennai/0817306/2008	KP456669
H1N1	A/Chennai/0817311/2008	2008-12-01	India	India	India	A/Chennai/0817311/2008	KP457552
H1N1	A/Chennai/0817312/2008	2008-12-02	India	India	India	A/Chennai/0817312/2008	KP458445
H1N1	A/Chennai/0817313/2008	2008-12-03	India	India	India	A/Chennai/0817313/2008	KP458465
H1N1	A/Chile/9848/2002	2002-07-17	SouthAmerica	Chile	Chile	A/Chile/9848/2002	KP456533
H1N1	A/Chongqing/928/2005	2005-09-19	NorthChina	China	Chongqing	A/Chongqing/928/2005	KP457185
H1N1	A/Chongqing/968/2005	2005-10-25	NorthChina	China	Chongqing	A/Chongqing/968/2005	KP458323
H1N1	A/Chongqing/970/2005	2005-10-27	NorthChina	China	Chongqing	A/Chongqing/970/2005	KP459318
H1N1	A/Chongqing/975/2005	2005-10-30	NorthChina	China	Chongqing	A/Chongqing/975/2005	KP458972
H1N1	A/Chongqing/977/2005	2005-10-31	NorthChina	China	Chongqing	A/Chongqing/977/2005	KP457033
H1N1	A/Chonnam/07/2002	2002-XX-XX	JapanKorea	SouthKorea	SouthKorea	A/Chonnam/07/2002	KP459115
H1N1	A/Chonnam/18/2002	2002-XX-XX	JapanKorea	SouthKorea	SouthKorea	A/Chonnam/18/2002	KP456809
H1N1	A/Chonnam/19/2002	2002-XX-XX	JapanKorea	SouthKorea	SouthKorea	A/Chonnam/19/2002	KP456522
H1N1	A/Chonnam/51/2002	2002-XX-XX	JapanKorea	SouthKorea	SouthKorea	A/Chonnam/51/2002	KP457532
H1N1	A/Christchurch/20/2008	2008-08-01	Oceania	NewZealand	NewZealand	A/Christchurch/20/2008	KP458879
H1N1	A/Christchurch/62/2007	2007-08-30	Oceania	NewZealand	NewZealand	A/Christchurch/62/2007	KP457037
H1N1	A/Christchurch/106/2004	2004-09-12	Oceania	NewZealand	NewZealand	A/Christchurch/106/2004	KP458061
H1N1	A/Chungbuk/50/2002	2002-XX-XX	JapanKorea	SouthKorea	SouthKorea	A/Chungbuk/50/2002	KP459268
H1N1	A/Chungbuk/1183/2005	2005-12-26	JapanKorea	SouthKorea	SouthKorea	A/Chungbuk/1183/2005	FJ794124
H1N1	A/Chungbuk/4383/2008	2008-11-28	JapanKorea	SouthKorea	SouthKorea	A/Chungbuk/4383/2008	FJ794086
H1N1	A/Chungbuk/4448/2008	2008-12-11	JapanKorea	SouthKorea	SouthKorea	A/Chungbuk/4448/2008	KP456566
H1N1	A/Chungbuk/4543/2007	2007-11-27	JapanKorea	SouthKorea	SouthKorea	A/Chungbuk/4543/2007	FJ794093
H1N1	A/Chungnam/1077/2008	2008-01-29	JapanKorea	SouthKorea	SouthKorea	A/Chungnam/1077/2008	FJ794106
H1N1	A/Chungnam/2463/2007	2007-05-08	JapanKorea	SouthKorea	SouthKorea	A/Chungnam/2463/2007	KP456474
H1N1	A/Chungnam/4547/2007	2007-12-15	JapanKorea	SouthKorea	SouthKorea	A/Chungnam/4547/2007	FJ794095
H1N1	A/Colombia/11730/2008	2008-02-02	SouthAmerica	Colombia	Colombia	A/Colombia/11730/2008	KP456736
H1N1	A/Colorado/20/2005	2005-11-16	USACanada	USA	Colorado	A/Colorado/20/2005	KP459282
H1N1	A/Colorado/UR06_0495/2007	2007-03-01	USACanada	USA	Colorado	A/Colorado/UR06_0495/2007	CY096851
H1N1	A/Colorado/UR06-0496/2007	2007-03-01	USACanada	USA	Colorado	A/Colorado/UR06-0496/2007	KP458379
H1N1	A/Colorado/UR06-0498/2007	2007-03-05	USACanada	USA	Colorado	A/Colorado/UR06-0498/2007	KP457718
H1N1	A/Constanta/114/2008	2008-01-10	Europe	Romania	Romania	A/Constanta/114/2008	KP456509
H1N1	A/Corsica/07/2007	2007-02-21	Europe	France	France	A/Corsica/07/2007	JF701831
H1N1	A/Coyhaique/10459/2008	2008-07-11	SouthAmerica	Chile	Chile	A/Coyhaique/10459/2008	KP458600
H1N1	A/Cusco/WRAIR1730P/2008	2008-08-20	SouthAmerica	Peru	Peru	A/Cusco/WRAIR1730P/2008	CY100972
H1N1	A/Daejeion/1000/2005	2005-12-21	JapanKorea	SouthKorea	SouthKorea	A/Daejeion/1000/2005	KP459076
H1N1	A/Daejeon/41/2006	2006-01-03	JapanKorea	SouthKorea	SouthKorea	A/Daejeon/41/2006	FJ794123
H1N1	A/DaNang/DN238/2008	2008-07-02	SoutheastAsia	Vietnam	Vietnam	A/DaNang/DN238/2008	CY104878
H1N1	A/DaNang/DN302/2008	2008-08-19	SoutheastAsia	Vietnam	Vietnam	A/DaNang/DN302/2008	CY104556
H1N1	A/DaNang/DN329/2008	2008-09-05	SoutheastAsia	Vietnam	Vietnam	A/DaNang/DN329/2008	CY104886
H1N1	A/DaNang/DN345/2008	2008-09-17	SoutheastAsia	Vietnam	Vietnam	A/DaNang/DN345/2008	CY104894
H1N1	A/DaNang/DN365/2008	2008-09-30	SoutheastAsia	Vietnam	Vietnam	A/DaNang/DN365/2008	CY104910
H1N1	A/DaNang/DN431/2008	2008-11-10	SoutheastAsia	Vietnam	Vietnam	A/DaNang/DN431/2008	CY104918
H1N1	A/DaNang/DN432/2008	2008-11-11	SoutheastAsia	Vietnam	Vietnam	A/DaNang/DN432/2008	CY104926
H1N1	A/DaNang/DN467/2008	2008-12-03	SoutheastAsia	Vietnam	Vietnam	A/DaNang/DN467/2008	CY104934
H1N1	A/Darwin/2/2008	2008-09-22	Oceania	Australia	NorthernTerritory	A/Darwin/2/2008	KP457228
H1N1	A/Darwin/3/2008	2008-09-22	Oceania	Australia	NorthernTerritory	A/Darwin/3/2008	KP457761
H1N1	A/Darwin/5/2001	2001-08-02	Oceania	Australia	NorthernTerritory	A/Darwin/5/2001	EF566025
H1N1	A/Delhi/078743/2007	2007-07-18	India	India	India	A/Delhi/078743/2007	KP459171
H1N1	A/Delhi/078744/2007	2007-07-17	India	India	India	A/Delhi/078744/2007	KP456730
H1N1	A/Delhi/078746/2007	2007-07-19	India	India	India	A/Delhi/078746/2007	KP457428
H1N1	A/Delhi/078747/2007	2007-07-02	India	India	India	A/Delhi/078747/2007	KP457206
H1N1	A/Delhi/078748/2007	2007-07-27	India	India	India	A/Delhi/078748/2007	KP457137
H1N1	A/Delhi/078749/2007	2007-06-26	India	India	India	A/Delhi/078749/2007	KP458407
H1N1	A/Delhi/078750/2007	2007-07-14	India	India	India	A/Delhi/078750/2007	KP456447
H1N1	A/Delhi/078751/2007	2007-07-27	India	India	India	A/Delhi/078751/2007	KP458747
H1N1	A/Delhi/078756/2007	2007-07-26	India	India	India	A/Delhi/078756/2007	KP459114
H1N1	A/Delhi/078758/2007	2007-07-04	India	India	India	A/Delhi/078758/2007	KP457334
H1N1	A/Delhi/092609/2009	2009-01-20	India	India	India	A/Delhi/092609/2009	IRDAccession_1208980
H1N1	A/Delhi/0512582/2005	2005-02-11	India	India	India	A/Delhi/0512582/2005	KP456485
H1N1	A/Delhi/0512583/2005	2005-03-16	India	India	India	A/Delhi/0512583/2005	KP457203
H1N1	A/Delhi/0512588/2005	2005-08-09	India	India	India	A/Delhi/0512588/2005	KP459013
H1N1	A/Delhi/0512589/2005	2005-08-11	India	India	India	A/Delhi/0512589/2005	KP456676
H1N1	A/Delhi/0512590/2005	2005-08-18	India	India	India	A/Delhi/0512590/2005	KP457756
H1N1	A/Delhi/0612413/2005	2005-08-12	India	India	India	A/Delhi/0612413/2005	KP457898
H1N1	A/Delhi/0612420/2005	2005-12-16	India	India	India	A/Delhi/0612420/2005	KP456754
H1N1	A/Delhi/0612427/2006	2006-02-08	India	India	India	A/Delhi/0612427/2006	KP456429
H1N1	A/Delhi/0635417/2005	2005-12-07	India	India	India	A/Delhi/0635417/2005	KP458894
H1N1	A/Delhi/0635418/2005	2005-12-19	India	India	India	A/Delhi/0635418/2005	KP458997
H1N1	A/Delhi/0635424/2006	2006-02-22	India	India	India	A/Delhi/0635424/2006	KP457971
H1N1	A/Delhi/0635429/2006	2006-02-22	India	India	India	A/Delhi/0635429/2006	KP458858
H1N1	A/Delhi/0635430/2006	2006-07-05	India	India	India	A/Delhi/0635430/2006	KP456806
H1N1	A/Delhi/0635432/2006	2006-08-25	India	India	India	A/Delhi/0635432/2006	KP457661
H1N1	A/Delhi/0942704/2009	2009-02-16	India	India	India	A/Delhi/0942704/2009	KP456792
H1N1	A/Delhi/0942705/2009	2009-03-05	India	India	India	A/Delhi/0942705/2009	KP458694
H1N1	A/Delhi/0942738/2009	2009-08-06	India	India	India	A/Delhi/0942738/2009	KP457815
H1N1	A/Delhi/0942747/2009	2009-08-13	India	India	India	A/Delhi/0942747/2009	KP458659
H1N1	A/Delhi/0942757/2009	2009-08-20	India	India	India	A/Delhi/0942757/2009	KP457975
H1N1	A/Delhi/0942758/2009	2009-08-24	India	India	India	A/Delhi/0942758/2009	KP456587
H1N1	A/Denmark/3/2001	2001-XX-XX	Europe	Denmark	Denmark	A/Denmark/3/2001	EU097934
H1N1	A/Denmark/3/2005	2005-XX-XX	Europe	Denmark	Denmark	A/Denmark/3/2005	EU097950
H1N1	A/Denmark/11/2001	2001-XX-XX	Europe	Denmark	Denmark	A/Denmark/11/2001	EU097936
H1N1	A/Denmark/11/2005	2005-XX-XX	Europe	Denmark	Denmark	A/Denmark/11/2005	EU097945
H1N1	A/Denmark/15/2004	2004-XX-XX	Europe	Denmark	Denmark	A/Denmark/15/2004	EU097953
H1N1	A/Denmark/16/2001	2001-XX-XX	Europe	Denmark	Denmark	A/Denmark/16/2001	EU097938
H1N1	A/Denmark/16/2004	2004-XX-XX	Europe	Denmark	Denmark	A/Denmark/16/2004	EU097948
H1N1	A/Denmark/17/2004	2004-XX-XX	Europe	Denmark	Denmark	A/Denmark/17/2004	EU097943
H1N1	A/Denmark/20/2001	2001-XX-XX	Europe	Denmark	Denmark	A/Denmark/20/2001	EU097940
H1N1	A/Denmark/22/2005	2005-XX-XX	Europe	Denmark	Denmark	A/Denmark/22/2005	EU097951
H1N1	A/Denmark/22/2007	2007-XX-XX	Europe	Denmark	Denmark	A/Denmark/22/2007	FJ264946
H1N1	A/Denmark/33/2005	2005-XX-XX	Europe	Denmark	Denmark	A/Denmark/33/2005	EU097949
H1N1	A/Denmark/36/2001	2001-XX-XX	Europe	Denmark	Denmark	A/Denmark/36/2001	EU097941
H1N1	A/Denmark/40/2000	2000-XX-XX	Europe	Denmark	Denmark	A/Denmark/40/2000	EU097942
H1N1	A/Denmark/47/2006	2006-XX-XX	Europe	Denmark	Denmark	A/Denmark/47/2006	EU097956
H1N1	A/Denmark/48/2006	2006-XX-XX	Europe	Denmark	Denmark	A/Denmark/48/2006	EU097957
H1N1	A/Denmark/49/2006	2006-XX-XX	Europe	Denmark	Denmark	A/Denmark/49/2006	EU097958
H1N1	A/Denmark/54/2005	2005-XX-XX	Europe	Denmark	Denmark	A/Denmark/54/2005	EU097946
H1N1	A/Denmark/79/2005	2005-XX-XX	Europe	Denmark	Denmark	A/Denmark/79/2005	EU097952
H1N1	A/Denmark/110/2005	2005-XX-XX	Europe	Denmark	Denmark	A/Denmark/110/2005	EU097954
H1N1	A/Denmark/116/2005	2005-XX-XX	Europe	Denmark	Denmark	A/Denmark/116/2005	EU097944
H1N1	A/Denmark/122/2008	2008-02-13	Europe	Denmark	Denmark	A/Denmark/122/2008	FJ264950
H1N1	A/Denmark/226/2005	2005-XX-XX	Europe	Denmark	Denmark	A/Denmark/226/2005	EU097947
H1N1	A/Dibrugarh/0615324/2005	2005-07-28	India	India	India	A/Dibrugarh/0615324/2005	KP457479
H1N1	A/Dibrugarh/0615325/2005	2005-07-28	India	India	India	A/Dibrugarh/0615325/2005	KP458400
H1N1	A/Dibrugarh/0615326/2005	2005-07-28	India	India	India	A/Dibrugarh/0615326/2005	KP456219
H1N1	A/Dibrugarh/0615328/2005	2005-08-04	India	India	India	A/Dibrugarh/0615328/2005	KP456241
H1N1	A/Dibrugarh/0615329/2005	2005-08-16	India	India	India	A/Dibrugarh/0615329/2005	KP457232
H1N1	A/Dunedin/2/2000	2000-02-11	Oceania	NewZealand	NewZealand	A/Dunedin/2/2000	KP458121
H1N1	A/Ecuador/2630/01	2001-XX-XX	SouthAmerica	Ecuador	Ecuador	A/Ecuador/2630/2001	KP456951
H1N1	A/Ecuador/5179/2008	2008-02-26	SouthAmerica	Ecuador	Ecuador	A/Ecuador/5179/2008	KP459314
H1N1	A/Ecuador/5961/2008	2008-03-03	SouthAmerica	Ecuador	Ecuador	A/Ecuador/5961/2008	KP457824
