virus	strain	age_of_infection
H3	A/BRISBANE/69/2004	0.75
H3	A/BRISBANE/7/2002	0.75
H3	A/BRISBANE/77/2003	0.75
H3	A/BRISBANE/88/2005	0.75
H3	A/BRISBANE/94/2003	0.75
H3	A/PERTH/10/2009	0.75
H3	A/PERTH/232/2003	0.75
H3	A/PERTH/234/2003	0.75
H3	A/PERTH/253/2003	0.75
H3	A/PERTH/254/2003	0.75
H3	A/PERTH/255/2001	0.75
H3	A/PERTH/260/2001	0.75
H3	A/PERTH/261/2003	0.75
H3	A/PERTH/271/2000	0.75
H3	A/SYDNEY/13/2004	0.75
H3	A/SYDNEY/9/2004	0.75
H3	A/TOWNSVILLE/41/2003	0.75
H3	A/TOWNSVILLE/42/2003	0.75
H3	A/VICTORIA/125/2000	0.75
H3	A/VICTORIA/206/2002	0.75
H3	A/VICTORIA/304/2006	0.75
H3	A/VICTORIA/519/2006	0.75
H3	A/VICTORIA/544/2006	0.75
H3	A/VICTORIA/553/2005	0.75
H3	A/VICTORIA/564/2007	0.75
H3	A/VICTORIA/586/2003	0.75
H3	A/VICTORIA/590/2003	0.75
H3	A/VICTORIA/595/2003	0.75
H3	A/BRISBANE/120/2005	0.8
H3	A/BRISBANE/126/2003	0.8
H3	A/BRISBANE/127/2005	0.8
H3	A/BRISBANE/152/2002	0.8
H3	A/BRISBANE/152/2003	0.8
H3	A/BRISBANE/156/2002	0.8
H3	A/BRISBANE/180/2003	0.8
H3	A/BRISBANE/206/2006	0.8
H3	A/BRISBANE/21/2004	0.8
H3	A/BRISBANE/224/2006	0.8
H3	A/BRISBANE/225/2003	0.8
H3	A/BRISBANE/232/2003	0.8
H3	A/BRISBANE/264/2003	0.8
H3	A/BRISBANE/271/2002	0.8
H3	A/BRISBANE/273/2006	0.8
H3	A/BRISBANE/287/2003	0.8
H3	A/BRISBANE/291/2003	0.8
H3	A/BRISBANE/294/2003	0.8
H3	A/BRISBANE/297/2003	0.8
H3	A/BRISBANE/46/2006	0.8
H3	A/BRISBANE/50/2006	0.8
H3	A/BRISBANE/60/2005	0.8
H3	A/BRISBANE/69/2005	0.8
H3	A/BRISBANE/7/2006	0.8
H3	A/BRISBANE/74/2005	0.8
H3	A/BRISBANE/74/2005	0.8
H3	A/BRISBANE/79/2002	0.8
H3	A/BRISBANE/84/2006	0.8
H3	A/BRISBANE/85/2006	0.8
H3	A/PERTH/204/2002	0.8
H3	A/PERTH/206/2005	0.8
H3	A/PERTH/217/2002	0.8
H3	A/PERTH/218/2002	0.8
H3	A/PERTH/227/2000	0.8
H3	A/PERTH/239/2005	0.8
H3	A/PERTH/250/2002	0.8
H3	A/PERTH/258/2002	0.8
H3	A/PERTH/385/2002	0.8
H3	A/SOUTHAUSTRALIA/118/2002	0.8
H3	A/SOUTHAUSTRALIA/124/2003	0.8
H3	A/SOUTHAUSTRALIA/134/2002	0.8
H3	A/SOUTHAUSTRALIA/150/2002	0.8
H3	A/SOUTHAUSTRALIA/81/2002	0.8
H3	A/SOUTHAUSTRALIA/87/2002	0.8
H3	A/SOUTHAUSTRALIA/89/2003	0.8
H3	A/SOUTHAUSTRALIA/98/2005	0.8
H3	A/SOUTHAUSTRALIA/99/2002	0.8
H3	A/SYDNEY/299/2002	0.8
H3	A/VICTORIA/163/2002	0.8
H3	A/VICTORIA/305/2003	0.8
H3	A/VICTORIA/317/2002	0.8
H3	A/VICTORIA/320/2006	0.8
H3	A/VICTORIA/391/2002	0.8
H3	A/VICTORIA/518/2003	0.8
H3	A/VICTORIA/812/2007	0.8
H3	A/BRISBANE/100/2003	0.9
H3	A/BRISBANE/101/2005	0.9
H3	A/BRISBANE/103/2003	0.9
H3	A/BRISBANE/122/2002	0.9
H3	A/BRISBANE/144/2006	0.9
H3	A/BRISBANE/145/2001	0.9
H3	A/BRISBANE/154/2002	0.9
H3	A/BRISBANE/156/2004	0.9
H3	A/BRISBANE/194/2005	0.9
H3	A/BRISBANE/199/2003	0.9
H3	A/BRISBANE/200/2005	0.9
H3	A/BRISBANE/21/2005	0.9
H3	A/BRISBANE/216/2002	0.9
H3	A/BRISBANE/239/2002	0.9
H3	A/BRISBANE/240/2002	0.9
H3	A/BRISBANE/240/2003	0.9
H3	A/BRISBANE/280/2002	0.9
H3	A/BRISBANE/30/2002	0.9
H3	A/BRISBANE/35/2002	0.9
H3	A/BRISBANE/36/2005	0.9
H3	A/BRISBANE/43/2005	0.9
H3	A/BRISBANE/48/2003	0.9
H3	A/BRISBANE/48/2005	0.9
H3	A/BRISBANE/51/2003	0.9
H3	A/BRISBANE/62/2003	0.9
H3	A/BRISBANE/67/2002	0.9
H3	A/BRISBANE/68/2002	0.9
H3	A/BRISBANE/94/2002	0.9
H3	A/DARWIN/6/2011	0.9
H3	A/PERTH/297/2003	0.9
H3	A/PERTH/307/2003	0.9
H3	A/SOUTHAUSTRALIA/103/2003	0.9
H3	A/SOUTHAUSTRALIA/111/2002	0.9
H3	A/SOUTHAUSTRALIA/115/2003	0.9
H3	A/SOUTHAUSTRALIA/116/2003	0.9
H3	A/SOUTHAUSTRALIA/118/2003	0.9
H3	A/SOUTHAUSTRALIA/127/2002	0.9
H3	A/SOUTHAUSTRALIA/129/2002	0.9
H3	A/SOUTHAUSTRALIA/132/2005	0.9
H3	A/SOUTHAUSTRALIA/157/2002	0.9
H3	A/SOUTHAUSTRALIA/80/2003	0.9
H3	A/SOUTHAUSTRALIA/81/2003	0.9
H3	A/SOUTHAUSTRALIA/82/2003	0.9
H3	A/SYDNEY/266/2002	0.9
H3	A/SYDNEY/27/2009	0.9
H3	A/SYDNEY/44/2005	0.9
H3	A/SYDNEY/46/2005	0.9
H3	A/TOWNSVILLE/150/2005	0.9
H3	A/TOWNSVILLE/18/2011	0.9
H3	A/VICTORIA/311/2002	0.9
H3	A/VICTORIA/316/2002	0.9
H3	A/VICTORIA/328/2006	0.9
H3	A/VICTORIA/556/2003	0.9
H3	A/BRISBANE/1/2002	1
H3	A/BRISBANE/1/2011	1
H3	A/BRISBANE/10/2000	1
H3	A/BRISBANE/10/2002	1
H3	A/BRISBANE/10/2003	1
H3	A/BRISBANE/10/2007	1
H3	A/BRISBANE/10/2007	1
H3	A/BRISBANE/101/2002	1
H3	A/BRISBANE/102/2003	1
H3	A/BRISBANE/103/2006	1
H3	A/BRISBANE/104/2002	1
H3	A/BRISBANE/104/2004	1
H3	A/BRISBANE/105/2002	1
H3	A/BRISBANE/105/2005	1
H3	A/BRISBANE/106/2002	1
H3	A/BRISBANE/107/2002	1
H3	A/BRISBANE/107/2003	1
H3	A/BRISBANE/108/2002	1
H3	A/BRISBANE/11/2003	1
H3	A/BRISBANE/110/2002	1
H3	A/BRISBANE/110/2003	1
H3	A/BRISBANE/112/2007	1
H3	A/BRISBANE/113/2003	1
H3	A/BRISBANE/114/2003	1
H3	A/BRISBANE/115/2006	1
H3	A/BRISBANE/117/2003	1
H3	A/BRISBANE/117/2004	1
H3	A/BRISBANE/118/2002	1
H3	A/BRISBANE/118/2006	1
H3	A/BRISBANE/12/2002	1
H3	A/BRISBANE/12/2003	1
H3	A/BRISBANE/122/2010	1
H3	A/BRISBANE/123/2004	1
H3	A/BRISBANE/124/2005	1
H3	A/BRISBANE/126/2005	1
H3	A/BRISBANE/129/2003	1
H3	A/BRISBANE/13/2004	1
H3	A/BRISBANE/130/2003	1
H3	A/BRISBANE/133/2002	1
H3	A/BRISBANE/133/2003	1
H3	A/BRISBANE/134/2004	1
H3	A/BRISBANE/134/2005	1
H3	A/BRISBANE/135/2006	1
H3	A/BRISBANE/136/2005	1
H3	A/BRISBANE/137/2003	1
H3	A/BRISBANE/137/2004	1
H3	A/BRISBANE/138/2006	1
H3	A/BRISBANE/139/2003	1
H3	A/BRISBANE/139/2006	1
H3	A/BRISBANE/14/2004	1
H3	A/BRISBANE/14/2008	1
H3	A/BRISBANE/140/2003	1
H3	A/BRISBANE/140/2006	1
H3	A/BRISBANE/141/2002	1
H3	A/BRISBANE/141/2006	1
H3	A/BRISBANE/142/2006	1
H3	A/BRISBANE/143/2002	1
H3	A/BRISBANE/145/2002	1
H3	A/BRISBANE/145/2006	1
H3	A/BRISBANE/147/2003	1
H3	A/BRISBANE/147/2007	1
H3	A/BRISBANE/148/2003	1
H3	A/BRISBANE/15/2004	1
H3	A/BRISBANE/15/2005	1
H3	A/BRISBANE/150/2002	1
H3	A/BRISBANE/151/2002	1
H3	A/BRISBANE/151/2003	1
H3	A/BRISBANE/152/2004	1
H3	A/BRISBANE/153/2002	1
H3	A/BRISBANE/157/2002	1
H3	A/BRISBANE/158/2001	1
H3	A/BRISBANE/16/2000	1
H3	A/BRISBANE/16/2002	1
H3	A/BRISBANE/16/2006	1
H3	A/BRISBANE/16/2008	1
H3	A/BRISBANE/161/2002	1
H3	A/BRISBANE/161/2003	1
H3	A/BRISBANE/162/2002	1
H3	A/BRISBANE/163/2001	1
H3	A/BRISBANE/166/2004	1
H3	A/BRISBANE/167/2002	1
H3	A/BRISBANE/169/2003	1
H3	A/BRISBANE/17/2002	1
H3	A/BRISBANE/17/2003	1
H3	A/BRISBANE/170/2002	1
H3	A/BRISBANE/174/2002	1
H3	A/BRISBANE/174/2003	1
H3	A/BRISBANE/175/2002	1
H3	A/BRISBANE/175/2004	1
H3	A/BRISBANE/176/2003	1
H3	A/BRISBANE/177/2007	1
H3	A/BRISBANE/178/2002	1
H3	A/BRISBANE/178/2006	1
H3	A/BRISBANE/179/2002	1
H3	A/BRISBANE/179/2006	1
H3	A/BRISBANE/18/2006	1
H3	A/BRISBANE/180/2007	1
H3	A/BRISBANE/181/2006	1
H3	A/BRISBANE/183/2005	1
H3	A/BRISBANE/186/2002	1
H3	A/BRISBANE/186/2006	1
H3	A/BRISBANE/188/2003	1
H3	A/BRISBANE/189/2003	1
H3	A/BRISBANE/19/2007	1
H3	A/BRISBANE/190/2002	1
H3	A/BRISBANE/191/2002	1
H3	A/BRISBANE/191/2003	1
H3	A/BRISBANE/192/2002	1
H3	A/BRISBANE/193/2006	1
H3	A/BRISBANE/194/2002	1
H3	A/BRISBANE/194/2003	1
H3	A/BRISBANE/195/2002	1
H3	A/BRISBANE/196/2002	1
H3	A/BRISBANE/197/2002	1
H3	A/BRISBANE/197/2006	1
H3	A/BRISBANE/198/2007	1
H3	A/BRISBANE/199/2006	1
H3	A/BRISBANE/20/2008	1
H3	A/BRISBANE/200/2006	1
H3	A/BRISBANE/205/2003	1
H3	A/BRISBANE/208/2007	1
H3	A/BRISBANE/209/2002	1
H3	A/BRISBANE/209/2007	1
H3	A/BRISBANE/21/2006	1
H3	A/BRISBANE/210/2002	1
H3	A/BRISBANE/210/2005	1
H3	A/BRISBANE/212/2003	1
H3	A/BRISBANE/213/2007	1
H3	A/BRISBANE/214/2006	1
H3	A/BRISBANE/215/2002	1
H3	A/BRISBANE/217/2002	1
H3	A/BRISBANE/219/2002	1
H3	A/BRISBANE/22/2002	1
H3	A/BRISBANE/22/2002	1
H3	A/BRISBANE/220/2002	1
H3	A/BRISBANE/222/2003	1
H3	A/BRISBANE/223/2003	1
H3	A/BRISBANE/223/2006	1
H3	A/BRISBANE/225/2006	1
H3	A/BRISBANE/228/2002	1
H3	A/BRISBANE/230/2003	1
H3	A/BRISBANE/231/2003	1
H3	A/BRISBANE/234/2002	1
H3	A/BRISBANE/234/2005	1
H3	A/BRISBANE/234/2006	1
H3	A/BRISBANE/235/2006	1
H3	A/BRISBANE/236/2002	1
H3	A/BRISBANE/236/2003	1
H3	A/BRISBANE/236/2005	1
H3	A/BRISBANE/239/2003	1
H3	A/BRISBANE/24/2003	1
H3	A/BRISBANE/24/2005	1
H3	A/BRISBANE/241/2002	1
H3	A/BRISBANE/241/2006	1
H3	A/BRISBANE/242/2002	1
H3	A/BRISBANE/245/2002	1
H3	A/BRISBANE/245/2010	1
H3	A/BRISBANE/247/2003	1
H3	A/BRISBANE/250/2003	1
H3	A/BRISBANE/250/2010	1
H3	A/BRISBANE/251/2003	1
H3	A/BRISBANE/251/2006	1
H3	A/BRISBANE/252/2003	1
H3	A/BRISBANE/252/2005	1
H3	A/BRISBANE/253/2005	1
H3	A/BRISBANE/255/2002	1
H3	A/BRISBANE/257/2002	1
H3	A/BRISBANE/262/2005	1
H3	A/BRISBANE/263/2003	1
H3	A/BRISBANE/263/2005	1
H3	A/BRISBANE/265/2003	1
H3	A/BRISBANE/266/2003	1
H3	A/BRISBANE/267/2002	1
H3	A/BRISBANE/268/2002	1
H3	A/BRISBANE/27/2004	1
H3	A/BRISBANE/272/2002	1
H3	A/BRISBANE/272/2003	1
H3	A/BRISBANE/276/2003	1
H3	A/BRISBANE/277/2003	1
H3	A/BRISBANE/279/2006	1
H3	A/BRISBANE/28/2003	1
H3	A/BRISBANE/28/2008	1
H3	A/BRISBANE/282/2006	1
H3	A/BRISBANE/283/2003	1
H3	A/BRISBANE/283/2006	1
H3	A/BRISBANE/286/2002	1
H3	A/BRISBANE/287/2007	1
H3	A/BRISBANE/288/2006	1
H3	A/BRISBANE/29/2005	1
H3	A/BRISBANE/29/2006	1
H3	A/BRISBANE/29/2007	1
H3	A/BRISBANE/291/2006	1
H3	A/BRISBANE/293/2002	1
H3	A/BRISBANE/294/2006	1
H3	A/BRISBANE/295/2003	1
H3	A/BRISBANE/295/2007	1
H3	A/BRISBANE/298/2002	1
H3	A/BRISBANE/298/2003	1
H3	A/BRISBANE/3/2002	1
H3	A/BRISBANE/3/2006	1
H3	A/BRISBANE/30/2004	1
H3	A/BRISBANE/30/2005	1
H3	A/BRISBANE/301/2003	1
H3	A/BRISBANE/307/2002	1
H3	A/BRISBANE/307/2003	1
H3	A/BRISBANE/31/2004	1
H3	A/BRISBANE/31/2005	1
H3	A/BRISBANE/31/2006	1
H3	A/BRISBANE/310/2007	1
H3	A/BRISBANE/311/2002	1
H3	A/BRISBANE/313/2003	1
H3	A/BRISBANE/315/2002	1
H3	A/BRISBANE/317/2003	1
H3	A/BRISBANE/320/2002	1
H3	A/BRISBANE/322/2002	1
H3	A/BRISBANE/324/2002	1
H3	A/BRISBANE/327/2003	1
H3	A/BRISBANE/328/2007	1
H3	A/BRISBANE/329/2003	1
H3	A/BRISBANE/33/2000	1
H3	A/BRISBANE/330/2003	1
H3	A/BRISBANE/331/2003	1
H3	A/BRISBANE/332/2003	1
H3	A/BRISBANE/333/2003	1
H3	A/BRISBANE/334/2003	1
H3	A/BRISBANE/337/2003	1
H3	A/BRISBANE/34/2000	1
H3	A/BRISBANE/34/2002	1
H3	A/BRISBANE/341/2007	1
H3	A/BRISBANE/35/2006	1
H3	A/BRISBANE/37/2000	1
H3	A/BRISBANE/37/2003	1
H3	A/BRISBANE/37/2006	1
H3	A/BRISBANE/39/2000	1
H3	A/BRISBANE/39/2005	1
H3	A/BRISBANE/40/2002	1
H3	A/BRISBANE/41/2000	1
H3	A/BRISBANE/41/2002	1
H3	A/BRISBANE/41/2003	1
H3	A/BRISBANE/41/2008	1
H3	A/BRISBANE/42/2006	1
H3	A/BRISBANE/43/2000	1
H3	A/BRISBANE/43/2002	1
H3	A/BRISBANE/43/2007	1
H3	A/BRISBANE/44/2000	1
H3	A/BRISBANE/44/2002	1
H3	A/BRISBANE/44/2005	1
H3	A/BRISBANE/45/2000	1
H3	A/BRISBANE/45/2002	1
H3	A/BRISBANE/46/2000	1
H3	A/BRISBANE/46/2003	1
H3	A/BRISBANE/46/2005	1
H3	A/BRISBANE/5/2000	1
H3	A/BRISBANE/50/2002	1
H3	A/BRISBANE/50/2004	1
H3	A/BRISBANE/51/2002	1
H3	A/BRISBANE/52/2000	1
H3	A/BRISBANE/52/2002	1
H3	A/BRISBANE/53/2002	1
H3	A/BRISBANE/53/2004	1
H3	A/BRISBANE/54/2000	1
H3	A/BRISBANE/54/2002	1
H3	A/BRISBANE/54/2008	1
H3	A/BRISBANE/55/2003	1
H3	A/BRISBANE/56/2002	1
H3	A/BRISBANE/56/2004	1
H3	A/BRISBANE/58/2006	1
H3	A/BRISBANE/59/2005	1
H3	A/BRISBANE/6/2007	1
H3	A/BRISBANE/60/2000	1
H3	A/BRISBANE/60/2003	1
H3	A/BRISBANE/60/2005	1
H3	A/BRISBANE/60/2011	1
H3	A/BRISBANE/61/2003	1
H3	A/BRISBANE/62/2008	1
H3	A/BRISBANE/63/2002	1
H3	A/BRISBANE/63/2003	1
H3	A/BRISBANE/64/2003	1
H3	A/BRISBANE/65/2002	1
H3	A/BRISBANE/65/2003	1
H3	A/BRISBANE/65/2006	1
H3	A/BRISBANE/66/2000	1
H3	A/BRISBANE/66/2003	1
H3	A/BRISBANE/67/2000	1
H3	A/BRISBANE/67/2004	1
H3	A/BRISBANE/68/2003	1
H3	A/BRISBANE/68/2007	1
H3	A/BRISBANE/69/2002	1
H3	A/BRISBANE/7/2000	1
H3	A/BRISBANE/7/2005	1
H3	A/BRISBANE/70/2002	1
H3	A/BRISBANE/71/2000	1
H3	A/BRISBANE/72/2000	1
H3	A/BRISBANE/73/2000	1
H3	A/BRISBANE/74/2000	1
H3	A/BRISBANE/75/2000	1
H3	A/BRISBANE/75/2002	1
H3	A/BRISBANE/76/2002	1
H3	A/BRISBANE/76/2007	1
H3	A/BRISBANE/77/2002	1
H3	A/BRISBANE/8/2002	1
H3	A/BRISBANE/8/2004	1
H3	A/BRISBANE/8/2006	1
H3	A/BRISBANE/82/2003	1
H3	A/BRISBANE/85/2002	1
H3	A/BRISBANE/86/2002	1
H3	A/BRISBANE/87/2002	1
H3	A/BRISBANE/88/2002	1
H3	A/BRISBANE/9/2005	1
H3	A/BRISBANE/9/2009	1
H3	A/BRISBANE/90/2005	1
H3	A/BRISBANE/91/2002	1
H3	A/BRISBANE/92/2002	1
H3	A/BRISBANE/92/2005	1
H3	A/BRISBANE/94/2004	1
H3	A/BRISBANE/94/2005	1
H3	A/BRISBANE/95/2002	1
H3	A/BRISBANE/97/2004	1
H3	A/BRISBANE/98/2003	1
H3	A/BRISBANE/98/2006	1
H3	A/BRISBANE/99/2003	1
H3	A/BRISBANE/99/2006	1
H3	A/PERTH/187/2008	1
H3	A/PERTH/201/2001	1
H3	A/PERTH/202/2001	1
H3	A/PERTH/203/2001	1
H3	A/PERTH/204/2005	1
H3	A/PERTH/207/2005	1
H3	A/PERTH/209/2002	1
H3	A/PERTH/23/2010	1
H3	A/PERTH/231/2002	1
H3	A/PERTH/238/2003	1
H3	A/PERTH/240/2000	1
H3	A/PERTH/241/2005	1
H3	A/PERTH/242/2008	1
H3	A/PERTH/243/2006	1
H3	A/PERTH/245/2000	1
H3	A/PERTH/246/2006	1
H3	A/PERTH/247/2005	1
H3	A/PERTH/250/2000	1
H3	A/PERTH/252/2003	1
H3	A/PERTH/255/2008	1
H3	A/PERTH/257/2000	1
H3	A/PERTH/258/2008	1
H3	A/PERTH/260/2000	1
H3	A/PERTH/265/2003	1
H3	A/PERTH/265/2008	1
H3	A/PERTH/267/2008	1
H3	A/PERTH/269/2001	1
H3	A/PERTH/272/2001	1
H3	A/PERTH/290/2003	1
H3	A/PERTH/389/2002	1
H3	A/PERTH/391/2002	1
H3	A/PERTH/396/2002	1
H3	A/PERTH/403/2009	1
H3	A/PERTH/413/2009	1
H3	A/PERTH/7/2011	1
H3	A/SOUTHAUSTRALIA/10/2005	1
H3	A/SOUTHAUSTRALIA/101/2001	1
H3	A/SOUTHAUSTRALIA/108/2002	1
H3	A/SOUTHAUSTRALIA/108/2005	1
H3	A/SOUTHAUSTRALIA/11/2003	1
H3	A/SOUTHAUSTRALIA/115/2002	1
H3	A/SOUTHAUSTRALIA/116/2002	1
H3	A/SOUTHAUSTRALIA/120/2002	1
H3	A/SOUTHAUSTRALIA/123/2003	1
H3	A/SOUTHAUSTRALIA/129/2003	1
H3	A/SOUTHAUSTRALIA/130/2002	1
H3	A/SOUTHAUSTRALIA/131/2003	1
H3	A/SOUTHAUSTRALIA/132/2003	1
H3	A/SOUTHAUSTRALIA/135/2002	1
H3	A/SOUTHAUSTRALIA/135/2003	1
H3	A/SOUTHAUSTRALIA/137/2002	1
H3	A/SOUTHAUSTRALIA/138/2003	1
H3	A/SOUTHAUSTRALIA/14/2004	1
H3	A/SOUTHAUSTRALIA/140/2003	1
H3	A/SOUTHAUSTRALIA/142/2003	1
H3	A/SOUTHAUSTRALIA/143/2003	1
H3	A/SOUTHAUSTRALIA/144/2003	1
H3	A/SOUTHAUSTRALIA/145/2002	1
H3	A/SOUTHAUSTRALIA/148/2002	1
H3	A/SOUTHAUSTRALIA/148/2003	1
H3	A/SOUTHAUSTRALIA/15/2003	1
H3	A/SOUTHAUSTRALIA/151/2003	1
H3	A/SOUTHAUSTRALIA/16/2004	1
H3	A/SOUTHAUSTRALIA/16/2007	1
H3	A/SOUTHAUSTRALIA/18/2004	1
H3	A/SOUTHAUSTRALIA/18/2005	1
H3	A/SOUTHAUSTRALIA/2/2002	1
H3	A/SOUTHAUSTRALIA/2/2003	1
H3	A/SOUTHAUSTRALIA/2/2005	1
H3	A/SOUTHAUSTRALIA/20/2004	1
H3	A/SOUTHAUSTRALIA/20/2005	1
H3	A/SOUTHAUSTRALIA/201/2007	1
H3	A/SOUTHAUSTRALIA/21/2003	1
H3	A/SOUTHAUSTRALIA/21/2004	1
H3	A/SOUTHAUSTRALIA/214/2007	1
H3	A/SOUTHAUSTRALIA/22/2007	1
H3	A/SOUTHAUSTRALIA/222/2007	1
H3	A/SOUTHAUSTRALIA/229/2007	1
H3	A/SOUTHAUSTRALIA/23/2007	1
H3	A/SOUTHAUSTRALIA/232/2007	1
H3	A/SOUTHAUSTRALIA/257/2007	1
H3	A/SOUTHAUSTRALIA/26/2003	1
H3	A/SOUTHAUSTRALIA/26/2004	1
H3	A/SOUTHAUSTRALIA/261/2007	1
H3	A/SOUTHAUSTRALIA/262/2007	1
H3	A/SOUTHAUSTRALIA/27/2005	1
H3	A/SOUTHAUSTRALIA/273/2007	1
H3	A/SOUTHAUSTRALIA/279/2007	1
H3	A/SOUTHAUSTRALIA/29/2004	1
H3	A/SOUTHAUSTRALIA/297/2007	1
H3	A/SOUTHAUSTRALIA/30/2003	1
H3	A/SOUTHAUSTRALIA/301/2007	1
H3	A/SOUTHAUSTRALIA/304/2007	1
H3	A/SOUTHAUSTRALIA/31/2003	1
H3	A/SOUTHAUSTRALIA/314/2007	1
H3	A/SOUTHAUSTRALIA/32/2005	1
H3	A/SOUTHAUSTRALIA/321/2007	1
H3	A/SOUTHAUSTRALIA/328/2007	1
H3	A/SOUTHAUSTRALIA/335/2007	1
H3	A/SOUTHAUSTRALIA/34/2003	1
H3	A/SOUTHAUSTRALIA/34/2005	1
H3	A/SOUTHAUSTRALIA/35/2005	1
H3	A/SOUTHAUSTRALIA/37/2005	1
H3	A/SOUTHAUSTRALIA/373/2007	1
H3	A/SOUTHAUSTRALIA/38/2003	1
H3	A/SOUTHAUSTRALIA/39/2003	1
H3	A/SOUTHAUSTRALIA/4/2004	1
H3	A/SOUTHAUSTRALIA/40/2003	1
H3	A/SOUTHAUSTRALIA/40/2008	1
H3	A/SOUTHAUSTRALIA/405/2007	1
H3	A/SOUTHAUSTRALIA/412/2007	1
H3	A/SOUTHAUSTRALIA/434/2007	1
H3	A/SOUTHAUSTRALIA/444/2007	1
H3	A/SOUTHAUSTRALIA/450/2007	1
H3	A/SOUTHAUSTRALIA/458/2007	1
H3	A/SOUTHAUSTRALIA/46/2003	1
H3	A/SOUTHAUSTRALIA/460/2007	1
H3	A/SOUTHAUSTRALIA/464/2007	1
H3	A/SOUTHAUSTRALIA/468/2007	1
H3	A/SOUTHAUSTRALIA/475/2007	1
H3	A/SOUTHAUSTRALIA/5/2003	1
H3	A/SOUTHAUSTRALIA/50/2003	1
H3	A/SOUTHAUSTRALIA/52/2002	1
H3	A/SOUTHAUSTRALIA/53/2007	1
H3	A/SOUTHAUSTRALIA/59/2002	1
H3	A/SOUTHAUSTRALIA/59/2005	1
H3	A/SOUTHAUSTRALIA/59/2007	1
H3	A/SOUTHAUSTRALIA/6/2003	1
H3	A/SOUTHAUSTRALIA/60/2003	1
H3	A/SOUTHAUSTRALIA/60/2005	1
H3	A/SOUTHAUSTRALIA/63/2005	1
H3	A/SOUTHAUSTRALIA/65/2002	1
H3	A/SOUTHAUSTRALIA/67/2002	1
H3	A/SOUTHAUSTRALIA/69/2002	1
H3	A/SOUTHAUSTRALIA/69/2003	1
H3	A/SOUTHAUSTRALIA/73/2003	1
H3	A/SOUTHAUSTRALIA/75/2003	1
H3	A/SOUTHAUSTRALIA/75/2005	1
H3	A/SOUTHAUSTRALIA/76/2003	1
H3	A/SOUTHAUSTRALIA/76/2005	1
H3	A/SOUTHAUSTRALIA/78/2002	1
H3	A/SOUTHAUSTRALIA/79/2001	1
H3	A/SOUTHAUSTRALIA/79/2001	1
H3	A/SOUTHAUSTRALIA/79/2003	1
H3	A/SOUTHAUSTRALIA/84/2002	1
H3	A/SOUTHAUSTRALIA/84/2003	1
H3	A/SOUTHAUSTRALIA/85/2003	1
H3	A/SOUTHAUSTRALIA/89/2002	1
H3	A/SOUTHAUSTRALIA/90/2005	1
H3	A/SOUTHAUSTRALIA/92/2005	1
H3	A/SOUTHAUSTRALIA/94/2005	1
H3	A/SOUTHAUSTRALIA/97/2002	1
H3	A/SOUTHAUSTRALIA/99/2003	1
H3	A/SOUTHAUSTRALIA/312/2007	1
H3	A/SYDNEY/1/2002	1
H3	A/SYDNEY/103/2007	1
H3	A/SYDNEY/106/2007	1
H3	A/SYDNEY/109/2007	1
H3	A/SYDNEY/11/2002	1
H3	A/SYDNEY/113/2007	1
H3	A/SYDNEY/12/2004	1
H3	A/SYDNEY/121/2007	1
H3	A/SYDNEY/134/2007	1
H3	A/SYDNEY/135/2007	1
H3	A/SYDNEY/139/2007	1
H3	A/SYDNEY/2/2007	1
H3	A/SYDNEY/20/2000	1
H3	A/SYDNEY/201/2003	1
H3	A/SYDNEY/203/2000	1
H3	A/SYDNEY/203/2000	1
H3	A/SYDNEY/203/2003	1
H3	A/SYDNEY/203/2007	1
H3	A/SYDNEY/204/2000	1
H3	A/SYDNEY/204/2003	1
H3	A/SYDNEY/205/2003	1
H3	A/SYDNEY/207/2000	1
H3	A/SYDNEY/208/2000	1
H3	A/SYDNEY/212/2000	1
H3	A/SYDNEY/212/2002	1
H3	A/SYDNEY/214/2000	1
H3	A/SYDNEY/215/2002	1
H3	A/SYDNEY/215/2007	1
H3	A/SYDNEY/22/2000	1
H3	A/SYDNEY/220/2002	1
H3	A/SYDNEY/221/2002	1
H3	A/SYDNEY/222/2000	1
H3	A/SYDNEY/224/2002	1
H3	A/SYDNEY/23/2000	1
H3	A/SYDNEY/230/2000	1
H3	A/SYDNEY/231/2002	1
H3	A/SYDNEY/234/2000	1
H3	A/SYDNEY/236/2000	1
H3	A/SYDNEY/238/2007	1
H3	A/SYDNEY/24/2000	1
H3	A/SYDNEY/240/2000	1
H3	A/SYDNEY/240/2007	1
H3	A/SYDNEY/241/2007	1
H3	A/SYDNEY/242/2007	1
H3	A/SYDNEY/243/2007	1
H3	A/SYDNEY/25/2004	1
H3	A/SYDNEY/250/2002	1
H3	A/SYDNEY/253/2002	1
H3	A/SYDNEY/256/2000	1
H3	A/SYDNEY/258/2000	1
H3	A/SYDNEY/26/2000	1
H3	A/SYDNEY/264/2000	1
H3	A/SYDNEY/267/2000	1
H3	A/SYDNEY/267/2002	1
H3	A/SYDNEY/270/2000	1
H3	A/SYDNEY/271/2000	1
H3	A/SYDNEY/271/2002	1
H3	A/SYDNEY/272/2000	1
H3	A/SYDNEY/272/2007	1
H3	A/SYDNEY/273/2000	1
H3	A/SYDNEY/276/2000	1
H3	A/SYDNEY/277/2000	1
H3	A/SYDNEY/28/2000	1
